Subject,Type,Total Household Gifts Currency,Total Household Gifts,Due Date,Activity ID,Contact ID
Email: Fwd: A Family of Four!,1 Email,HKD,4650,11/5/2016,00T9000003EpaU3,0039000001thmFd
Email: Fwd: Women Doing Well,1 Email,HKD,4650,9/23/2016,00T900000311xo6,0039000001thmFd
Email: Fwd: Thank YOU!,1 Email,HKD,4650,10/2/2016,00T9000003AHSmY,0039000001thmFd
? Email: You Are Invited to a Springboard Luncheon,1 Email,HKD,4650,8/5/2016,00T900000312lgz,0039000001thmFd
? Email: You Are Invited to a Springboard Luncheon,1 Email,HKD,4650,8/5/2016,00T900000312lri,0039000001thmFd
Email: Re: Sorry we missed you....,1 Email,HKD,4650,8/8/2016,00T900000314TpD,0039000001thmFd
Income Received - Thank you,0 Other,HKD,4650,10/14/2016,00T9000003GPRTa,0039000001thmFd
? Email: Re: Yale Sept 20 event,1 Email,HKD,4650,7/18/2016,00T9000002wXwST,0039000001thmFd
? Email: Re: Join the Conversation: Faith and Poverty Reduction,1 Email,HKD,4650,8/11/2016,00T90000032G0xs,0039000001thmFd
? Email: Re: Join the Covnersation: Faith and Poverty Reduction,1 Email,HKD,4650,8/11/2016,00T90000032G0XZ,0039000001thmFd
? Email: Re: Join the Conversation: Faith and Poverty Reduction,1 Email,HKD,4650,8/11/2016,00T90000032G0xo,0039000001thmFd
? Email: Re: Join the Conversation: Faith and Poverty Reduction,1 Email,HKD,4650,8/18/2016,00T90000032IbEX,0039000001thmFd
? Email: Re: Join the Conversation: Faith and Poverty Reduction,1 Email,HKD,4650,8/17/2016,00T90000032IAS5,0039000001thmFd
Email: Re: Staying in Touch,1 Email,HKD,4650,8/30/2016,00T90000034BSa9,0039000001thmFd
? Email: Re: Join the Conversation: Faith and Poverty Reduction,1 Email,HKD,4650,8/30/2016,00T90000034BqjV,0039000001thmFd
Email: Thanks!,1 Email,HKD,4650,9/29/2016,00T9000003AGN0s,0039000001thmFd
Email: ICM - Grant completion report,1 Email,HKD,4650,6/17/2016,00T9000002rHnDI,0039000001thmFd
Email: Supporting the climb to Mont Blanc,1 Email,HKD,4650,8/3/2016,00T90000030LjCZ,0039000001thmFd
Email: Supporting the climb to Mont Blanc,1 Email,HKD,4650,8/3/2016,00T90000030Linj,0039000001thmFd
Email: Re: Trip Itinerary,1 Email,HKD,4650,1/10/2017,00T9000003N8GJO,0039000001thmFd
Email: 170404 - Shull - Itinerary,1 Email,HKD,4650,1/17/2017,00T9000003O4UZ7,0039000001thmFd
Email: FW: 160904 - US Donor - Expense Report,1 Email,HKD,4650,9/19/2016,00T90000038UmV5,0039000001thmFd
? Email: Re: Deposits,1 Email,HKD,4650,8/24/2016,00T900000349yGd,0039000001thmFd
? Email: Re: Thank you for helping Hope to Shine Through! - Autoforwarded,1 Email,HKD,4650,10/25/2016,00T9000003Dg3L1,0039000001thmFd
? Email: FW: Yale Conference on Religion and Development?,1 Email,HKD,4650,7/12/2016,00T9000002wWCuV,0039000001thmFd
? Email: Re: wow!!!! so sorry to forget this!,1 Email,HKD,4650,11/2/2016,00T9000003EoIBB,0039000001thmFd
? Email: Re: Evite for the Wotherspoons,1 Email,HKD,4650,7/25/2016,00T9000002yTaVQ,0039000001thmFd
? Email: Re: Join the Conversation: Faith and Poverty Reduction,1 Email,HKD,4650,9/29/2016,00T9000003AGXNS,0039000001thmFd
Email: Re: Kovac US$30k,1 Email,HKD,4650,8/17/2016,00T90000032I15C,0039000001thmFd
? Email: Thank You!,1 Email,HKD,0,6/2/2016,00T9000002pUwu2,0039000001bzYkY
? Email: See you next Monday!,1 Email,HKD,0,10/21/2016,00T9000003Df6Jv,0039000001bzYkY
? Email: Inviting you to ICM Annual Banquet - Oct 24,1 Email,HKD,0,7/13/2016,00T9000002wWDcE,0039000001bzYkY
? Email: Re: Come join us on Dec 1!,1 Email,HKD,0,11/21/2016,00T9000003HUzBr,0039000001bzYkY
? Email: Come join us on Dec 1!,1 Email,HKD,0,11/21/2016,00T9000003HUz8T,0039000001bzYkY
? Email: Re: 2016 ICM Annual Banquet,1 Email,HKD,0,9/12/2016,00T90000036Yfj3,0039000001bzYkY
? Email: ICM pre-banquet information - Oct 24 Monday,1 Email,HKD,0,9/29/2016,00T9000003AGgGL,0039000001bzYkY
? Email: Re: ICM pre-banquet information - Oct 24 Monday,1 Email,HKD,0,9/30/2016,00T9000003AHC9E,0039000001bzYkY
"? Email: ICM Banquet One Week Away! - Oct 24, Monday",1 Email,HKD,0,10/18/2016,00T9000003Breei,0039000001bzYkY
? Email: How can ICM serve you better?,1 Email,HKD,400,7/15/2016,00T9000002wXTsF,0039000000zMGgb
? Email: Re: How can ICM serve you better?,1 Email,HKD,400,7/15/2016,00T9000002wXUiB,0039000000zMGgb
? Email: Meeting,1 Email,HKD,0,11/21/2016,00T9000003HUz9g,003900000233Qaq
CSR engagement,4 Meeting,HKD,0,11/30/2016,00T9000003GRC4A,003900000233Qaq
? Email: Happy New Year!,1 Email,HKD,0,1/18/2017,00T9000003O5BjC,003900000233Qaq
? Email: Re: Happy New Year!,1 Email,HKD,0,1/22/2017,00T9000003OzubX,003900000233Qaq
? Email: Thank you & Discussion,1 Email,HKD,0,2/8/2017,00T9000003QVaTj,003900000233Qaq
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,246704.63,12/30/2016,00T9000003LmcJn,0039000000EfXUd
? Email: ICM success stories!,1 Email,HKD,8000,5/12/2017,00T9000003bld4c,0039000001kG6sB
? Email: Thank you!,1 Email,HKD,8000,10/28/2016,00T9000003EmufZ,0039000001kG6sB
? Email: Re: ICM success stories!,1 Email,HKD,8000,5/12/2017,00T9000003bld6E,0039000001kG6sB
? Email: Re: Great article!,1 Email,HKD,8000,9/27/2016,00T9000003AFUra,0039000001kG6sB
? Email: Introduction - ICM Service Trips,1 Email,HKD,8000,9/27/2016,00T9000003AFXYH,0039000001kG6sB
? Email: Re: ICM Banquet,1 Email,HKD,8000,9/30/2016,00T9000003AHBZ4,0039000001kG6sB
Email: Thank you for the impact you have made.,1 Email,HKD,8338.38,8/12/2016,00T90000032GQY6,0039000001CZIsg
? Email: Thank you for the impact you have made.,1 Email,HKD,8338.38,8/12/2016,00T90000032GQXr,0039000001CZIsg
Email: Re: ICM Donation,1 Email,HKD,28698.64,10/12/2016,00T9000003BpaTd,0039000001xTe3X
? Email: Re: Post- Banquet Luncheon,1 Email,HKD,44176.25,10/23/2016,00T9000003DfQPv,0039000000IgvC8
Donor Lunch,1 Email,HKD,44176.25,6/29/2016,00T9000002t8P9g,0039000000IgvC8
? Email: Re: Coffee?,1 Email,HKD,44176.25,6/21/2016,00T9000002t84nr,0039000000IgvC8
? Email: Banquet Table Update,1 Email,HKD,44176.25,9/20/2016,00T90000038VGEr,0039000000IgvC8
? Email: Thanks for Coffee,1 Email,HKD,44176.25,6/28/2016,00T9000002tAxIK,0039000000IgvC8
Email: Thanks for Coffee,1 Email,HKD,44176.25,6/28/2016,00T9000002tAxJ4,0039000000IgvC8
? Email: Re: Thanks for Coffee,1 Email,HKD,44176.25,6/29/2016,00T9000002tBTPO,0039000000IgvC8
? Email: Re: Susanna Soo,1 Email,HKD,44176.25,11/22/2016,00T9000003HVJT8,0039000000IgvC8
? Email: Susanna Soo,1 Email,HKD,44176.25,11/21/2016,00T9000003HV07l,0039000000IgvC8
Thank You/ Post Banquet,4 Meeting,HKD,44176.25,10/26/2016,00T9000003EnNV8,0039000000IgvC8
? Email: Hello!,1 Email,HKD,44176.25,8/10/2016,00T900000315sGp,0039000000IgvC8
? Email: Re: Coffee?,1 Email,HKD,44176.25,6/14/2016,00T9000002rG9Br,0039000000IgvC8
? Email: Hello,1 Email,HKD,44176.25,6/13/2016,00T9000002rFt2N,0039000000IgvC8
Banquet Table,4 Meeting,HKD,44176.25,6/24/2016,00T9000002rFtfL,0039000000IgvC8
? Email: Re: Coffee?,1 Email,HKD,44176.25,6/14/2016,00T9000002rGFUb,0039000000IgvC8
? Email: Re: Coffee?,1 Email,HKD,44176.25,6/15/2016,00T9000002rGnlw,0039000000IgvC8
? Email: Thank You!,1 Email,HKD,44176.25,6/2/2016,00T9000002pUwu2,0039000000IgvC8
? Email: Re: Table Host Gathering for the 25th Anniversary,1 Email,HKD,44176.25,3/10/2017,00T9000003Ucwb1,0039000000IgvC8
? Email: Re: My table at ICM banquet,1 Email,HKD,44176.25,8/30/2016,00T90000034Bh24,0039000000IgvC8
? Email: Lorenz' Story + Banquet Update,1 Email,HKD,44176.25,8/31/2016,00T90000034CG7p,0039000000IgvC8
? Email: Re: My table at ICM banquet 2016,1 Email,HKD,44176.25,9/1/2016,00T90000034CoQU,0039000000IgvC8
? Email: Re: My table at ICM banquet 2016,1 Email,HKD,44176.25,9/1/2016,00T90000034CoQ0,0039000000IgvC8
? Email: Banquet Reminders,1 Email,HKD,44176.25,10/11/2016,00T9000003Bp8qP,0039000000IgvC8
? Email: Re: My table at ICM banquet,1 Email,HKD,44176.25,9/6/2016,00T90000036WYg1,0039000000IgvC8
? Email: Just Checking,1 Email,HKD,44176.25,9/7/2016,00T90000036XBfT,0039000000IgvC8
? Email: Re: Just Checking,1 Email,HKD,44176.25,9/8/2016,00T90000036XbgJ,0039000000IgvC8
? Email: Re: Anna Pendry's ICM table for banquet 2016,1 Email,HKD,44176.25,10/3/2016,00T9000003AHWMt,0039000000IgvC8
Meeting,4 Meeting,HKD,44176.25,10/3/2016,00T9000003AJ8gk,0039000000IgvC8
? Email: Post- Banquet Luncheon,1 Email,HKD,44176.25,10/19/2016,00T9000003Ddb1h,0039000000IgvC8
? Email: ICM Banquet Seats Payment - Donation Receipts,1 Email,HKD,44176.25,10/11/2016,00T9000003BpDoi,0039000000IgvC8
Email: ICM Hong Kong Banquet 2016 Invoice,1 Email,HKD,44176.25,7/25/2016,00T9000002yTipw,0039000000IgvC8
Email: ICM Banquet Seats Payment - Donation Receipts,1 Email,HKD,44176.25,9/27/2016,00T9000003AFa2M,0039000000IgvC8
Meeting to discuss future of foundation giving,4 Meeting,HKD,0,2/22/2017,00T9000003SO8hU,0039000001xT1Gh
? Email: Re: Extra funds allocation,1 Email,HKD,0,3/1/2017,00T9000003T1YzX,0039000001xT1Gh
? Email: Extra funds allocation,1 Email,HKD,0,2/28/2017,00T9000003T0mzi,0039000001xT1Gh
? Email: Re: Extra funds allocation,1 Email,HKD,0,3/1/2017,00T9000003T1lMP,0039000001xT1Gh
? Email: Re: Extra funds allocation,1 Email,HKD,0,3/2/2017,00T9000003T2Vui,0039000001xT1Gh
Email: Re: UK Launch,1 Email,HKD,0,6/24/2016,00T9000002t9UQe,0039000001xT1Gh
Julius Bar Global Intermediaries Conference,4 Meeting,HKD,0,6/28/2016,00T9000002ul31w,0039000001xSqim
? Email: Skip A Trip: April 1-4,1 Email,HKD,20000,3/6/2017,00T9000003Tocs6,003900000222Clc
? Email: Re: Skip A Trip: April 1-4,1 Email,HKD,20000,3/6/2017,00T9000003Todcq,003900000222Clc
? Email: Pls read: April 1-4 Skip A Trip meeting,1 Email,HKD,20000,3/13/2017,00T9000003Ue8JA,003900000222Clc
? Email: Re: Pls read: April 1-4 Skip A Trip meeting,1 Email,HKD,20000,3/18/2017,00T9000003VSTcR,003900000222Clc
Introduction,4 Meeting,HKD,0,10/17/2016,00T9000003AI4z2,003900000221Ql3
? Email: Re: How are you settling in?,1 Email,HKD,39750,11/28/2016,00T9000003HX1hy,0039000002223KM
? Email: Re: Details on your community!!,1 Email,HKD,39750,3/2/2017,00T9000003T2b1o,0039000002223KM
? Email: SALT ~ ICM ~ Night of Prayer,1 Email,HKD,39750,1/11/2017,00T9000003N93Lv,0039000002223KM
? Email: Details on your community!!,1 Email,HKD,39750,2/1/2017,00T9000003Pq0s8,0039000002223KM
? Email: Re:,1 Email,HKD,39750,12/1/2016,00T9000003J7gN1,0039000002223KM
? Email: Re: Thank You!,1 Email,HKD,1030,10/31/2016,00T9000003EnSd4,0039000001xSqmL
Meeting,4 Meeting,HKD,1030,9/8/2016,00T9000002yUa3r,0039000001xSqmL
? Email: Thank You!,1 Email,HKD,1030,10/28/2016,00T9000003Emx6Y,0039000001xSqmL
? Email: Thank You!,1 Email,HKD,1030,10/28/2016,00T9000003Emx6O,0039000001xSqmL
Julius Bar Global Intermediaries Conference,4 Meeting,HKD,1030,6/28/2016,00T9000002ul3ST,0039000001xSqmL
Email: Greetings from ICM,1 Email,HKD,0,7/4/2016,00T9000002um6BE,0039000001xT1KK
Julius Baer Global Intermediaries Conference,4 Meeting,HKD,0,6/28/2016,00T9000002um6Cl,0039000001xT1KK
? Email: ICM coffee meet,1 Email,HKD,39750,10/25/2016,00T9000003Dg50v,0039000002223Js
? Email: Re: ICM coffee meet,1 Email,HKD,39750,10/26/2016,00T9000003DggQI,0039000002223Js
Meeting to discuss giving,4 Meeting,HKD,39750,11/3/2016,00T9000003Dgov2,0039000002223Js
? Email: Re: ICM coffee meet,1 Email,HKD,39750,10/27/2016,00T9000003EmLlD,0039000002223Js
? Email: ICM Auction Item Delivery,1 Email,HKD,11845,10/26/2016,00T9000003DgsIk,0039000002223If
? Email: Re: Nov 23 dinner.xlsx - Summary of invites / responses / photos,1 Email,HKD,86081.7,11/15/2016,00T9000003GRbly,003900000102EYy
? Email: Re: Free for a call,1 Email,HKD,86081.7,10/19/2016,00T9000003Ddas1,003900000102EYy
? Email: Re: ICM Banquet Guests,1 Email,HKD,86081.7,10/19/2016,00T9000003DdWaU,003900000102EYy
? Email: Re: ICM Banquet Guests,1 Email,HKD,86081.7,10/19/2016,00T9000003DdWZq,003900000102EYy
? Email: Re: Free for a call,1 Email,HKD,86081.7,10/19/2016,00T9000003DdYkG,003900000102EYy
? Email: Re: ICM Banquet Guests,1 Email,HKD,86081.7,10/19/2016,00T9000003DdWAl,003900000102EYy
? Email: Re: ICM participation in A&O Philippines Christmas dinner - 1 December 2016 (0010023-0027297),1 Email,HKD,86081.7,11/10/2016,00T9000003GQ2HM,003900000102EYy
"Email: Re: Bob and Janette Nordin celebrate their 25th Wedding Anniversary, video shoot",1 Email,HKD,86081.7,4/9/2017,00T9000003XigzG,003900000102EYy
"Email: Re: Bob and Janette Nordin celebrate their 25th Wedding Anniversary, video shoot",1 Email,HKD,86081.7,4/9/2017,00T9000003XihMA,003900000102EYy
? Email: Re: Felix Hammerschmidt,1 Email,HKD,86081.7,6/14/2016,00T9000002rGKKi,003900000102EYy
? Email: Re: Felix Hammerschmidt,1 Email,HKD,86081.7,6/16/2016,00T9000002rHRjR,003900000102EYy
? Email: Re: Felix Hammerschmidt,1 Email,HKD,86081.7,6/17/2016,00T9000002rHuRw,003900000102EYy
? Email: Re: Felix Hammerschmidt,1 Email,HKD,86081.7,6/17/2016,00T9000002rHuFg,003900000102EYy
? Email: Re: June 2 and June 3,1 Email,HKD,86081.7,6/1/2016,00T9000002pUdey,003900000102EYy
? Email: ICM Banquet - Table host notes!,1 Email,HKD,86081.7,9/27/2016,00T9000003AFRFz,003900000102EYy
? Email: Re: Hi Carrie,1 Email,HKD,86081.7,9/15/2016,00T90000036aG02,003900000102EYy
Email: Re: CONCEPT NOTE - Affordable Art Fair in HK with Pintura Circle - [AFFORDABLE heART?],1 Email,HKD,86081.7,8/1/2016,00T90000030KCoN,003900000102EYy
Email: Re: UPDATED LIST OF RECEIVED DONATIONS FOR AISSA'S BIRTHDAY MEAL PACKING,1 Email,HKD,86081.7,9/13/2016,00T90000036Z2lA,003900000102EYy
Email:,1 Email,HKD,86081.7,9/19/2016,00T90000038Ulya,003900000102EYy
? Email: Introduction and banquet thanks,1 Email,HKD,8240,10/25/2016,00T9000003Dg3bU,0039000002223JY
Meeting,4 Meeting,HKD,0,8/8/2016,00T9000002yU51T,0039000001xSqko
Meeting Confirmation,1 Email,HKD,0,8/3/2016,00T9000002yUa4y,0039000001xSqko
? Email: Re: Introduction,1 Email,HKD,0,8/3/2016,00T90000030Lr6m,0039000001xSqko
? Email: Banquet Invite,1 Email,HKD,0,9/15/2016,00T90000036aLKP,0039000001xSqko
? Email: Kids Camp Bottles!,1 Email,HKD,3045,3/16/2017,00T9000003VQxuk,0039000001kGk4f
? Email: Dumaguete Base Address,1 Email,HKD,3045,3/22/2017,00T9000003WB7OC,0039000001kGk4f
? Email: Re: ICM thanks,1 Email,HKD,0,11/2/2016,00T9000003EoGgo,003900000221Qog
? Email: Re: ICM thanks,1 Email,HKD,0,11/2/2016,00T9000003EoGLs,003900000221Qog
? Email: Catch up,1 Email,HKD,0,4/18/2017,00T9000003Z9Fl5,003900000221Qog
? Email: Re: ICM thanks,1 Email,HKD,0,11/1/2016,00T9000003Ennvt,003900000221Qog
? Email: Re: ICM thanks,1 Email,HKD,0,11/1/2016,00T9000003Eno8Y,003900000221Qog
? Email: Re: ICM thanks,1 Email,HKD,0,11/1/2016,00T9000003EnnJm,003900000221Qog
? Email: Your community,1 Email,HKD,0,2/28/2017,00T9000003T0aH7,003900000221Qog
? Email: SALT ~ ICM ~ Night of Prayer,1 Email,HKD,0,1/11/2017,00T9000003N93Lv,003900000221Qog
? Email: ICM banquet thank you,1 Email,HKD,0,10/28/2016,00T9000003Emxtc,003900000221Qog
Dinner,4 Meeting,HKD,125201.85,10/30/2016,00T9000003EnO14,0039000002223QK
Email: Emmanuel Kindergarten - changes to ICM's education strategy,1 Email,HKD,0,4/6/2017,00T9000003XhNeC,0039000001xTRW9
? Email: Emmanuel Kindergarten Community,1 Email,HKD,0,8/26/2016,00T90000034AoW0,0039000001xTRW9
Email: Emmanuel Kindergarten Community,1 Email,HKD,0,8/26/2016,00T90000034AoXN,0039000001xTRW9
? Email: Emmanuel Kindergarten,1 Email,HKD,0,9/30/2016,00T9000003AHD0k,0039000001xTRW9
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,0,7/21/2016,00T9000002wZCCd,0039000001xTRW9
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,8000,11/30/2016,00T9000003J72Xg,0039000002223Qe
? Email: Re: Thank you for sponsoring Transform 80,1 Email,HKD,8000,11/28/2016,00T9000003HXD4N,0039000002223Qe
? Email: Thank you for sponsoring Transform 80,1 Email,HKD,8000,11/17/2016,00T9000003GT2lC,0039000002223Qe
? Email: Re: Thank you for coming to ICM banquet,1 Email,HKD,5000,11/28/2016,00T9000003HXD72,0039000002223P2
? Email: Thank you for coming to ICM banquet,1 Email,HKD,5000,11/17/2016,00T9000003GT2rU,0039000002223P2
Old Dart Foundation giving and trip,4 Meeting,HKD,0,2/22/2017,00T9000003SO8ht,003900000247iWk
? Email: Re: ODF,1 Email,HKD,0,4/18/2017,00T9000003Z9d42,003900000247iWk
? Email: Re: ODF,1 Email,HKD,0,4/18/2017,00T9000003Z9YxU,003900000247iWk
? Email: Location for your trip,1 Email,HKD,0,3/1/2017,00T9000003T1aiB,003900000247iWk
? Email: Re: Location for your trip,1 Email,HKD,0,3/7/2017,00T9000003TpmQD,003900000247iWk
? Email: Re: Location for your trip,1 Email,HKD,0,3/7/2017,00T9000003Tpqfs,003900000247iWk
? Email: Re: Coming to the UK in February,1 Email,HKD,0,1/25/2017,00T9000003P1kpg,003900000247iWk
? Email: Coming to the UK in February,1 Email,HKD,0,1/5/2017,00T9000003N6UHI,003900000247iWk
? Email: Re: Coming to the UK in February,1 Email,HKD,0,1/9/2017,00T9000003N7WEI,003900000247iWk
? Email: ICM communities visiting during Old Dart trip,1 Email,HKD,0,4/21/2017,00T9000003ZC6eQ,003900000247iWk
? Email: Re: Location for your trip,1 Email,HKD,0,3/21/2017,00T9000003VTpKL,003900000247iWk
? Email: Re: Location for your trip,1 Email,HKD,0,3/23/2017,00T9000003WBpJR,003900000247iWk
? Email: Re: Location for your trip,1 Email,HKD,0,3/24/2017,00T9000003WD9AF,003900000247iWk
Email: 170406 - Old Dart - Registration,1 Email,HKD,0,3/28/2017,00T9000003WqheW,003900000247iWk
? Email: Re: ICM introduction call,1 Email,HKD,0,12/16/2016,00T9000003KJ6KN,003900000247iWk
? Email: Fwd: Testimony,1 Email,HKD,0,1/3/2017,00T9000003Lnd1g,003900000221Qlc
Email: Thank you!,1 Email,HKD,8240,11/17/2016,00T9000003GT45I,003900000221B42
Follow-up Transform 80 matching gift,0 Other,HKD,8240,1/17/2017,00T9000003N9pKW,003900000221B42
? Email: Fwd: nicolewoolhouse@me.com has sent you a file via WeTransfer,1 Email,HKD,21128.5,11/29/2016,00T9000003HXc30,0039000000KAk89
? Email: Re: Box of Hope Video,1 Email,HKD,21128.5,3/1/2017,00T9000003T1QFv,0039000000KAk89
? Email: Re: Box of Hope Video,1 Email,HKD,21128.5,3/1/2017,00T9000003T1Qmw,0039000000KAk89
? Email: Re: Lancashire video,1 Email,HKD,21128.5,12/15/2016,00T9000003KI973,0039000000KAk89
Income Received - Thank you,1 Email,HKD,21128.5,7/29/2016,00T9000002yUztN,0039000000KAk89
? Email: Re: Re[2]: Fw: ICM Christmas Cocktail Party- Dec 7,1 Email,HKD,21128.5,11/21/2016,00T9000003HUzsg,0039000000KAk89
? Email: Hong Kong Moms at ICM banquet,1 Email,HKD,21128.5,1/9/2017,00T9000003N7gqO,0039000000KAk89
? Email: Re: Re[2]: Fw: ICM Christmas Cocktail Party- Dec 7,1 Email,HKD,21128.5,12/2/2016,00T9000003J8N1R,0039000000KAk89
? Email: Re: Discussion today,1 Email,HKD,21128.5,10/6/2016,00T9000003AJA1f,0039000000KAk89
? Email: Re: Discussion today,1 Email,HKD,21128.5,9/28/2016,00T9000003AFxiw,0039000000KAk89
? Email: ICM Christmas Cocktail Party - Dec 7,1 Email,HKD,21128.5,9/29/2016,00T9000003AGehj,0039000000KAk89
? Email: ICM Christmas Cocktail Party- Dec 7,1 Email,HKD,21128.5,9/29/2016,00T9000003AGfjh,0039000000KAk89
? Email: Re: Catch up meeting w ICM Thu July 14,1 Email,HKD,21128.5,7/8/2016,00T9000002unp8C,0039000000KAk89
? Email: Re: Catch up meeting w ICM Thu July 14,1 Email,HKD,21128.5,7/8/2016,00T9000002unp8H,0039000000KAk89
? Email: Re: Donor Development,1 Email,HKD,21128.5,8/19/2016,00T90000032JEyN,0039000000KAk89
? Email: Re: Donor Development,1 Email,HKD,21128.5,8/19/2016,00T90000032JEyD,0039000000KAk89
Email: Re: Pledge during ICM banquet,1 Email,HKD,21128.5,11/17/2016,00T9000003GSxHp,0039000000KAk89
Email: Re: SP missions council_ICM,1 Email,HKD,21128.5,11/18/2016,00T9000003HUUZK,0039000000KAk89
? Email: Re: Nov 20th Service Project with IECC Kids Club,1 Email,HKD,21128.5,11/8/2016,00T9000003EqHWR,0039000000KAk89
? Email: Re: Kids Club Parent Letter about 20 Nov with ICM - Copy,1 Email,HKD,21128.5,11/11/2016,00T9000003GQgzy,0039000000KAk89
Email: Re: SP missions council_ICM,1 Email,HKD,21128.5,11/1/2016,00T9000003EnmpF,0039000000KAk89
? Email: Nov 20th Service Project with IECC Kids Club,1 Email,HKD,21128.5,11/3/2016,00T9000003Eorxn,0039000000KAk89
Email: September 6-7 - Invitation to the Second Day Summit,1 Email,HKD,21128.5,8/1/2016,00T90000030KT5h,0039000000KAk89
? Email: September 6-7 - Invitation to the Second Day Summit,1 Email,HKD,21128.5,8/1/2016,00T90000030KT0S,0039000000KAk89
? Email: ICM Prayer Night - Jan 25th,1 Email,HKD,21128.5,1/10/2017,00T9000003N8IEN,0039000000KAk89
Email: ICM Pastors Meet Pastors event,1 Email,HKD,21128.5,6/6/2016,00T9000002pWAC8,0039000000KAk89
? Email: Re: Great article!,1 Email,HKD,21128.5,9/27/2016,00T9000003AFUra,0039000000KAk89
? Email: Re: ICM Banquet,1 Email,HKD,21128.5,9/30/2016,00T9000003AHBZ4,0039000000KAk89
Email: Fwd: Payment for ICM trip [J700N],1 Email,HKD,21128.5,9/2/2016,00T90000034DBUA,0039000000KAk89
? Email: Fwd: Testimony,1 Email,HKD,21128.5,1/3/2017,00T9000003Lnd1g,0039000000KAk89
? Email: Re: Updated Invite,1 Email,HKD,21128.5,9/20/2016,00T90000038VIGo,0039000000KAk89
? Email: Re: Payment Processing Issues,1 Email,HKD,21128.5,8/24/2016,00T900000349wOC,0039000000KAk89
? Email: Payment Processing Issues,1 Email,HKD,21128.5,8/24/2016,00T900000349stQ,0039000000KAk89
"? Email: Re: New video - ""Hope is the Key""",1 Email,HKD,21128.5,11/18/2016,00T9000003HUUar,0039000000KAk89
? Email: Re: ICM website,1 Email,HKD,21128.5,2/28/2017,00T9000003T0ijG,0039000000KAk89
? Email: Re: ICM website,1 Email,HKD,21128.5,2/28/2017,00T9000003T0i4v,0039000000KAk89
? Email: Re: Filmatic Friday - See how you are making a difference!,1 Email,HKD,21128.5,8/26/2016,00T90000034AnxP,0039000000KAk89
? Email: Re: Payment Processing Issues,1 Email,HKD,21128.5,8/31/2016,00T90000034CHA9,0039000000KAk89
? Email: Re: Payment Processing Issues,1 Email,HKD,21128.5,9/2/2016,00T90000034DHdS,0039000000KAk89
? Email: Re: Transport Fund (Van) w/ subtitles,1 Email,HKD,21128.5,9/19/2016,00T90000038Uov6,0039000000KAk89
? Email: Re: Transport Fund (Van) w/ subtitles,1 Email,HKD,21128.5,9/19/2016,00T90000038UoD8,0039000000KAk89
? Email: Re: Test Message - HTML Format:Special ICM Update,1 Email,HKD,21128.5,9/22/2016,00T9000003119au,0039000000KAk89
? Email: Coffee,1 Email,HKD,0,10/26/2016,00T9000003DgpKM,0039000002223Us
? Email: Re: Coffee,1 Email,HKD,0,10/26/2016,00T9000003DgrjV,0039000002223Us
? Email: Re: Coffee,1 Email,HKD,0,10/26/2016,00T9000003DgrGq,0039000002223Us
? Email: Re: Coffee,1 Email,HKD,0,11/2/2016,00T9000003EoBz3,0039000002223Us
? Email: Re: Coffee,1 Email,HKD,0,11/2/2016,00T9000003EoC2q,0039000002223Us
Meeting,4 Meeting,HKD,0,11/22/2016,00T9000003HVJu0,0039000002223Us
Meeting with Lincoln,4 Meeting,HKD,0,11/29/2016,00T9000003HVJtz,0039000002223Us
? Email: Re: Coffee,1 Email,HKD,0,11/1/2016,00T9000003Enok3,0039000002223Us
? Email: Re: Coffee,1 Email,HKD,0,10/28/2016,00T9000003Emt6z,0039000002223Us
Email: ICM Banquet - Auction Booklet,1 Email,HKD,0,10/21/2016,00T9000003Df6zK,0039000000Igv6s
? Email: Re: ICM Banquet,1 Email,HKD,0,10/17/2016,00T9000003BrZDm,0039000000Igv6s
Email: Re: Introductions - ICM ( Bracelet for auction ),1 Email,HKD,0,6/24/2016,00T9000002t9McR,0039000000Igv6s
? Email: See you on Monday + ICM Auction Booklet,1 Email,HKD,13933,10/22/2016,00T9000003DfNNS,0039000001xSqZ2
? Email: Re: Connecting,1 Email,HKD,13933,9/13/2016,00T90000036YxE3,0039000001xSqZ2
? Email: Re: Connecting,1 Email,HKD,13933,8/29/2016,00T90000034BNn2,0039000001xSqZ2
? Email: Re: Connecting,1 Email,HKD,13933,8/30/2016,00T90000034BnTV,0039000001xSqZ2
? Email: Re: Hello,1 Email,HKD,13933,10/17/2016,00T9000003BrOYx,0039000001xSqZ2
Julius Bar Global Intermediaries Conference,4 Meeting,HKD,13933,6/28/2016,00T9000002ul2Vu,0039000001xSqZ2
Julius Baer Global Intermediaries Conference,1 Email,HKD,13933,6/28/2016,00T9000002ul3Wv,0039000001xSqZ2
? Email: (no subject),1 Email,HKD,7000,10/3/2016,00T9000003AHcUJ,0039000000QZpOl
? Email: How can ICM serve you better?,1 Email,HKD,7000,7/19/2016,00T9000002wYwOd,0039000000QZpOl
? Email: How can ICM serve you better?,1 Email,HKD,7000,7/19/2016,00T9000002wYsHv,0039000000QZpOl
